community,province,population,population_type (Census 2016),lat,long,violence_rate,year,nat_avg
Central Saanich,BC,16814,Census subdivision,48.5704,-123.3998,430,2013,1200.9
Etchemins Region,QC,16536,Census division,46.2986,-70.4137,430,2008,1357.159959
Frontenac,ON,150475,Census division,44.5797,-76.5654,430,2013,1200.9
Northumberland (Trent Hills),ON,12900,Census subdivision,44.3082,-77.7963,430,2014,1088.4
Robert-Cliche Region,QC,19125,Census division,46.2556,-70.8483,430,2008,1357.159959
Ste. Marie,QC,,,46.439,-71.0213,430,2011,1346.6
Wellington County,ON,222726,Census division,43.7803,-80.5438,430,2011,1346.6
Kimberley,BC,7425,Census subdivision,49.6652,-115.9967,432,2014,1088.4
Kamouraska Region,QC,616,Census subdivision,47.5661,-69.866,435,2014,1088.4
Oakbank,MB,,,49.9391,-96.8426,435,2015,1113.9
Peterborough County (Municipality of Trent Lakes),ON,5397,Census subdivision,44.6725,-78.4181,435,2013,1200.9
Lanark County (Tay Valley Township),ON,5665,Census subdivision,44.889,-76.3172,436,2015,1113.9
North Vancouver District,BC,85935,Census subdivision,49.348,-123.025,436,2008,1357.159959
Repentigny,QC,84285,Census subdivision,45.7533,-73.4401,436,2013,1200.9
Rideau Lakes (Westport),ON,10326,Census subdivision,44.6582,-76.2796,436,2014,1088.4
Repentigny,QC,84285,Census subdivision,45.7533,-73.4401,437,2010,1493.7
Oceanside,BC,,,49.328,-124.397,438,2012,1310.8
Haldimand County,ON,45608,Census subdivision,42.9277,-79.8762,439,2014,1088.4
Headingley,MB,3579,Census subdivision,49.887,-97.3772,439,2011,1346.6
Saanich,BC,114148,Census subdivision,48.4593,-123.3767,439,2011,1346.6
Russell County/Hawkesbury (The Nation),ON,,,45.4056,-74.9805,440,2014,1088.4
Antigonish County,NS,19301,Census division,45.6,-61.9,441,2011,1346.6
Middlesex,ON,455526,Census division,42.931,-81.4279,441,2011,1346.6
South Okanagan/Osoyoos,BC,5085,Census subdivision,49.0323,-119.4682,441,2012,1310.8
Brant County,ON,36707,Census subdivision,43.1527,-80.1716,442,2014,1088.4
Coldstream,BC,10648,Census subdivision,50.2241,-119.1683,442,2011,1346.6
Essex,ON,20427,Census subdivision,42.1727,-82.8189,442,2015,1113.9
Robert-Cliche Region,QC,19125,Census division,46.2556,-70.8483,443,2014,1088.4
Richelieu Saint-Laurent,QC,,,45.4404,-73.246,444,2009,1450
Cote-de-Beaupre Region,QC,28199,Census division,47.4123,-71.274,445,2008,1357.159959
Outlook,SK,2279,,51.4874,-107.0578,445,2015,1113.9
Oxford,ON,110862,Census division,43.184,-80.7214,445,2013,1200.9
View Royal,BC,10408,Census subdivision,48.4528,-123.4348,445,2014,1088.4
Bellechasse Region,QC,37233,Census division,46.6919,-70.8339,447,2015,1113.9
Canmore,AB,13992,Census subdivision,51.0892,-115.3597,447,2014,1088.4
Central Saanich,BC,16814,Census subdivision,48.5704,-123.3998,447,2011,1346.6
Huron/Wingham,ON,59297,,43.8879,-81.3117,447,2014,1088.4
Martensville,SK,9645,Census subdivision,52.2931,-106.6578,447,2013,1200.9
Redcliff,AB,5600,Census subdivision,50.072,-110.7819,448,2014,1088.4
Amherstburg,ON,21936,Census subdivision,42.1014,-83.1087,449,2011,1346.6
Chenaux Region,QC,,,46.5,-72.41667,449,2011,1346.6
Didsbury,AB,5268,Census subdivision,51.6608,-114.1365,449,2015,1113.9
East St. Paul,MB,9372,Census subdivision,49.9808,-97.0295,449,2011,1346.6
Temiscouata Region,QC,19574,Census division,47.683333,-68.88333,449,2009,1450
Peachland,BC,5428,Census subdivision,49.7703,-119.7408,450,2015,1113.9
Etchemins Region,QC,16536,Census division,46.2986,-70.4137,451,2014,1088.4
Middlesex (Strathroy),ON,20867,Census subdivision,42.9554,-81.6232,451,2009,1450
Outlook,SK,2279,,51.4874,-107.0578,452,2010,1493.7
Perth County (St. Marys),ON,7265,Census subdivision,43.2596,-81.1407,453,2009,1450
Peterborough County (Cavan-Millbrook-North Monaghan),ON,138236,Census division,44.2087,-78.4525,453,2011,1346.6
West Grey,ON,12518,Census subdivision,44.2214,-80.8544,453,2012,1310.8
West Kelowna,BC,32655,Census subdivision,49.8636,-119.5645,453,2014,1088.4
Strathroy-Caradoc,ON,20867,Census subdivision,42.9575,-81.61667,454,2014,1088.4
Dufferin (Mono),ON,61735,Census division,44.0034,-80.0535,455,2010,1493.7
Iles-de-la-Madeleine,QC,12475,Census division,47.3877,-61.9012,455,2009,1450
Rideau Lakes (Westport),ON,10326,Census subdivision,44.6582,-76.2796,455,2013,1200.9
Amherstburg,ON,21936,Census subdivision,42.1014,-83.1087,456,2008,1357.159959
Brant County,ON,36707,Census subdivision,43.1527,-80.1716,456,2011,1346.6
Huronia West/Springwater,ON,19059,Census division,44.513,-79.8745,456,2013,1200.9
Northumberland (Brighton),ON,5861,Census subdivision,44.0423,-77.7369,456,2012,1310.8
Rideau Lakes (Westport),ON,10326,Census subdivision,44.6582,-76.2796,456,2012,1310.8
Twillingate,NL,2196,Census subdivision,49.6487,-54.7623,456,2014,1088.4
Halton Region (Oakville/Burlington),ON,548435,Census division,43.5325,-79.8745,457,2009,1450
Russell,ON,16520,Census subdivision,45.2593,-75.3576,457,2014,1088.4
Kennebecasis Region,NB,,,45.401,-65.942,458,2012,1310.8
Westman,MB,,,49.875,-100.33333,458,2015,1113.9
Cumberland County,NS,30005,Census division,45.8006,-63.8594,459,2010,1493.7
Elgin County,ON,88907,Census division,42.6646,-80.9871,459,2014,1088.4
Iles-de-la-Madeleine,QC,12475,Census division,47.3877,-61.9012,459,2015,1113.9
Killarney,MB,3429,Census subdivision,49.1817,-99.665,459,2013,1200.9
Vaudreuil-Soulanges Region,QC,149309,Census division,45.3834,-74.2591,459,2015,1113.9
Chatham-Kent,ON,101647,Census subdivision,42.4048,-82.191,460,2015,1113.9
Grenville County (Edwardsburgh/Cardinal),ON,7093,Census subdivision,44.8447,-75.5073,460,2014,1088.4
Halton Region (Oakville/Burlington),ON,548435,Census division,43.5325,-79.8745,460,2011,1346.6
L'Islet Region,QC,17798,Census division,45.852,-73.4124,460,2013,1200.9
Matapedia Region,QC,17925,Census division,48.3,-67.56667,460,2015,1113.9
Woodstock,ON,40902,Census subdivision,43.1315,-80.7472,460.7,2008,1357.159959
Drummond-North Elmsley,ON,7773,Census subdivision,44.9702,-76.2018,461,2008,1357.159959
Outlook,SK,2279,,51.4874,-107.0578,461,2011,1346.6
Perth County (North Perth),ON,13130,Census subdivision,43.7749,-80.9429,461,2011,1346.6
Peterborough County (Otonabee-South Monaghan),ON,6670,Census subdivision,44.2716,-78.1564,461,2010,1493.7
Blue Hills,MB,,,49.7538,-99.871,463,2012,1310.8
Cumberland County,NS,30005,Census division,45.8006,-63.8594,463,2011,1346.6
Mississippi Mills,ON,13163,,45.2314,-76.1938,463,2015,1113.9
Oakbank,MB,,,49.9391,-96.8426,463,2013,1200.9
Perth County (West Perth),ON,8865,Census subdivision,43.4908,-81.2078,463,2008,1357.159959
Coaticook Region,QC,18497,Census division,45.1337,-71.8039,464,2008,1357.159959
Delta,BC,102238,Census subdivision,49.0952,-123.0265,464,2015,1113.9
Essex County (Lakeshore),ON,36611,Census subdivision,42.25,-82.6833,464,2011,1346.6
Grenville County (North Grenville),ON,16451,Census subdivision,44.9552,-75.6282,464,2015,1113.9
Grey County (Chatsworth),ON,6630,Census subdivision,44.4562,-80.8975,464,2012,1310.8
Richelieu Saint-Laurent,QC,,,45.4404,-73.246,464,2008,1357.159959
Beauce-Sartigan Region,QC,52406,Census division,46.0551,-70.2328,465,2010,1493.7
Bellechasse Region,QC,37233,Census division,46.6919,-70.8339,465,2011,1346.6
Charlevoix Region,QC,12997,Census division,47.6304,-70.6482,465,2012,1310.8
Essex County (Tecumseh),ON,23229,Census subdivision,42.3118,-82.8858,465,2008,1357.159959
Grey County (Chatsworth),ON,6630,Census subdivision,44.4562,-80.8975,465,2014,1088.4
Northumberland (Hamilton),ON,10942,Census subdivision,44.0563,-78.2476,465,2011,1346.6
Stirling,ON,4882,Census subdivision,44.3603,-77.5921,465,2012,1310.8
Summerland,BC,11615,Census subdivision,49.6073,-119.6769,465,2011,1346.6
Gananoque,ON,5159,Census subdivision,44.3306,-76.1619,466,2011,1346.6
Napanee (Stone Mills),ON,7702,Census subdivision,44.4402,-76.9746,466,2014,1088.4
South Bruce (Kincardine),ON,11389,Census subdivision,44.023,-81.2078,466,2011,1346.6
Bellechasse Region,QC,37233,Census division,46.6919,-70.8339,467,2010,1493.7
Carman Area,MB,3164,Census subdivision,49.5086,-98.0017,467,2008,1357.159959
Spallumcheen,BC,5106,Census subdivision,50.4279,-119.2469,467,2015,1113.9
Summerland,BC,11615,Census subdivision,49.6073,-119.6769,467,2010,1493.7
Bellechasse Region,QC,37233,Census division,46.6919,-70.8339,468,2009,1450
Boundary/Grand Forks,BC,3225,Census subdivision,49.0301,-118.4451,468,2015,1113.9
Headingley,MB,3579,Census subdivision,49.887,-97.3772,468,2013,1200.9
Lanark County (Beckwith),ON,7644,Census subdivision,45.0869,-76.0686,468,2009,1450
Huron/Wingham,ON,59297,,43.8879,-81.3117,470,2013,1200.9
Mascouche,QC,46692,Census subdivision,45.7773,-73.6324,470,2009,1450
Picture Butte,AB,1810,Census subdivision,49.873,-112.7802,470,2014,1088.4
Qualicum Beach,BC,8943,Census subdivision,49.3482,-124.4428,470,2010,1493.7
Summerland,BC,11615,Census subdivision,49.6073,-119.6769,470,2014,1088.4
Oceanside,BC,,,49.328,-124.397,471,2014,1088.4
Peel Region (Mississauga/Brampton),ON,1381739,Census division,43.616667,-79.61667,471,2014,1088.4
Aylmer,ON,7492,Census subdivision,42.7729,-80.9829,472,2010,1493.7
Essex County (Kingsville),ON,21552,Census subdivision,42.0363,-82.739,472,2009,1450
Peterborough County (Municipality of Trent Lakes),ON,5397,Census subdivision,44.6725,-78.4181,472,2014,1088.4
Repentigny,QC,84285,Census subdivision,45.7533,-73.4401,472,2009,1450
Russell,ON,16520,Census subdivision,45.2593,-75.3576,472,2011,1346.6
Upper Ottawa Valley (Petawawa),ON,17187,Census subdivision,45.755,-77.206,472,2013,1200.9
Jacques-Cartier Region,QC,43485,Census division,47.033333,-71.58333,473,2012,1310.8
Lac des Deux-Montagnes,QC,17496,Census subdivision,52.939,-66.9142,473,2014,1088.4
Quebec,QC,531902,Census subdivision,46.8139,-71.208,473,2008,1357.159959
Granit Region,QC,21462,Census division,45.5955,-70.9075,474,2009,1450
York Region (Markham/Vaughan),ON,328966,Census subdivision,43.9885,-79.4704,474,2014,1088.4
Frontenac,ON,150475,Census division,44.5797,-76.5654,475,2012,1310.8
Halton Region (Oakville/Burlington),ON,548435,Census division,43.5325,-79.8745,475,2008,1357.159959
Jacques-Cartier Region,QC,43485,Census division,47.033333,-71.58333,475,2014,1088.4
Repentigny,QC,84285,Census subdivision,45.7533,-73.4401,475,2012,1310.8
Vaudreuil-Soulanges Region,QC,149309,Census division,45.3834,-74.2591,475,2013,1200.9
Durham Region (Oshawa/Whitby/Ajax),ON,645862,Census division,43.916667,-78.93333,476,2015,1113.9
Parksville,BC,12514,,49.3193,-124.3136,477,2013,1200.9
Chestermere,AB,19887,Census subdivision,51.0498,-113.8233,478,2015,1113.9
Delta,BC,102238,Census subdivision,49.0952,-123.0265,478,2014,1088.4
Leeds County (Brockville),ON,21346,Census subdivision,44.5895,-75.6843,478,2013,1200.9
Oxford,ON,110862,Census division,43.184,-80.7214,478,2009,1450
Perth County,ON,76796,Census division,43.5187,-81.0755,479,2008,1357.159959
Richelieu Saint-Laurent,QC,,,45.4404,-73.246,479,2010,1493.7
Chenaux Region,QC,,,46.5,-72.41667,480,2012,1310.8
East St. Paul,MB,9372,Census subdivision,49.9808,-97.0295,480,2012,1310.8
North Vancouver District,BC,85935,Census subdivision,49.348,-123.025,480,2011,1346.6
Oxford,ON,110862,Census division,43.184,-80.7214,480,2014,1088.4
South Bruce (Kincardine),ON,11389,Census subdivision,44.023,-81.2078,481,2015,1113.9
Hampton,NB,4289,Census subdivision,45.533,-65.8322,483,2015,1113.9
Killaloe,ON,2420,Census subdivision,45.555,-77.4164,483,2014,1088.4
Northumberland (Hamilton),ON,10942,Census subdivision,44.0563,-78.2476,483,2012,1310.8
Nouvelle-Beauce Region,QC,1659,Census subdivision,46.5222,-71.0094,483,2010,1493.7
St-Pierre-Jolys,MB,1170,Census subdivision,49.4403,-96.9851,483,2009,1450
Beauce-Sartigan Region,QC,52406,Census division,46.0551,-70.2328,484,2011,1346.6
Comox,BC,14028,Census subdivision,49.6735,-124.9283,484,2011,1346.6
Robert-Cliche Region,QC,19125,Census division,46.2556,-70.8483,485,2013,1200.9
Vallee-du-Richelieu Region,QC,124420,Census division,45.5963,-73.2001,485,2011,1346.6
Mirabel,QC,50513,Census subdivision,45.6519,-74.0902,486,2008,1357.159959
Peel Region (Mississauga/Brampton),ON,1381739,Census division,43.616667,-79.61667,486,2015,1113.9
Brant County,ON,36707,Census subdivision,43.1527,-80.1716,487,2015,1113.9
Durham Region (Oshawa/Whitby/Ajax),ON,645862,Census division,43.916667,-78.93333,487,2014,1088.4
Halton Region (Oakville/Burlington),ON,548435,Census division,43.5325,-79.8745,488,2010,1493.7
York Region (Markham/Vaughan),ON,328966,Census subdivision,43.9885,-79.4704,488,2013,1200.9
York Region (Markham/Vaughan),ON,328966,Census subdivision,51.2174,-102.4739,488,2015,1113.9
Comox Valley,BC,66527,Census division,49.7064,-125.0219,489,2015,1113.9
East Algoma (Blind River/Thessalon),ON,4758,Census subdivision,48,-84.5,489,2009,1450
Oxford,ON,110862,Census division,43.184,-80.7214,489,2008,1357.159959
St. Albert,AB,65589,Census subdivision,53.6305,-113.6256,489,2014,1088.4
Bellechasse Region,QC,37233,Census division,46.6919,-70.8339,490,2012,1310.8
Lanark County (Tay Valley Township),ON,5665,Census subdivision,44.889,-76.3172,490,2009,1450
Lewisporte,NL,3409,Census subdivision,49.245,-55.0592,490,2015,1113.9
East St. Paul,MB,9372,Census subdivision,49.9808,-97.0295,491,2009,1450
Etchemins Region,QC,16536,Census division,46.2986,-70.4137,491,2009,1450
Roussillon Region,QC,171443,Census division,45.3701,-73.6303,491,2010,1493.7
Wellington County,ON,222726,Census division,43.7803,-80.5438,491,2009,1450
Picture Butte,AB,1810,Census subdivision,49.873,-112.7802,492,2015,1113.9
Prevost,QC,13002,Census subdivision,45.8657,-74.0721,492,2008,1357.159959
West Vancouver,BC,42473,Census subdivision,49.3349,-123.1668,492,2011,1346.6
Lévis,QC,143414,Census subdivision,46.7382,-71.2465,493,2015,1113.9
Memphremagog Region,QC,50415,Census division,45.266667,-72.08333,493,2015,1113.9
Richmond,BC,3232,Census subdivision,49.1666,-123.1336,494,2012,1310.8
West Vancouver,BC,42473,Census subdivision,49.3349,-123.1668,494,2008,1357.159959
White Rock,BC,19952,Census subdivision,49.0253,-122.803,494,2014,1088.4
Aylmer,ON,7492,Census subdivision,42.7729,-80.9829,495,2013,1200.9
Basques Region,QC,8694,Census division,48.1,-69.06667,495,2008,1357.159959
East St. Paul,MB,9372,Census subdivision,49.9808,-97.0295,496,2013,1200.9
Memphremagog Region,QC,50415,Census division,45.266667,-72.08333,498,2014,1088.4
Napanee (Stone Mills),ON,7702,Census subdivision,44.4402,-76.9746,498,2009,1450
Northumberland (Alnwick/Haldimand),ON,6869,Census subdivision,43.9523,-77.9739,498,2013,1200.9
Clair,NB,781,,47.2534,-68.6053,499,2014,1088.4
Coquitlam,BC,139284,Census subdivision,49.2838,-122.7932,499,2015,1113.9
Souris,PEI,1053,Census subdivision,46.355,-62.2518,499,2008,1357.159959
Upper Ottawa Valley (Petawawa),ON,17187,Census subdivision,45.755,-77.206,499,2008,1357.159959
Baie Verte,NL,1313,Census subdivision,49.9393,-56.1907,500,2014,1088.4
South Bruce (Kincardine),ON,11389,Census subdivision,44.023,-81.2078,500,2010,1493.7
Vaudreuil-Soulanges Region,QC,149309,Census division,45.3834,-74.2591,500,2011,1346.6
West Vancouver,BC,42473,Census subdivision,49.3349,-123.1668,500,2010,1493.7
White Butte,SK,,,50.466667,-104.41667,500,2015,1113.9
Appalaches Region,QC,42346,Census division,46.483333,-70.61667,501,2009,1450
Haute-Cote-Nord Region,QC,10846,Census division,48.566667,-69.23333,502,2014,1088.4
Ile-d'Orleans Region,QC,93674,Federal electoral district,46.916667,-70.9,502,2008,1357.159959
Magog,QC,26669,Census subdivision,45.2665,-72.148,502,2013,1200.9
Picture Butte,AB,1810,Census subdivision,49.873,-112.7802,502,2011,1346.6
Westman,MB,,,49.875,-100.33333,502,2013,1200.9
Carnduff,SK,1099,Census subdivision,49.1739,-101.7958,503,2014,1088.4
Temiscouata Region,QC,19574,Census division,47.683333,-68.88333,503,2010,1493.7
Boundary/Grand Forks,BC,3225,Census subdivision,49.0301,-118.4451,505,2013,1200.9
Delta,BC,102238,Census subdivision,49.0952,-123.0265,505,2013,1200.9
Humboldt,SK,5869,Census subdivision,52.202,-105.1229,505,2012,1310.8
Perth County (West Perth),ON,8865,Census subdivision,43.4908,-81.2078,505,2009,1450
Vaudreuil-Soulanges Region,QC,149309,Census division,45.3834,-74.2591,505,2008,1357.159959
Boundary/Grand Forks,BC,3225,Census subdivision,49.0301,-118.4451,506,2014,1088.4
Middlesex (Strathroy),ON,20867,Census subdivision,42.9554,-81.6232,506,2008,1357.159959
Peterborough County (Selwyn),ON,17060,Census subdivision,44.4228,-78.3541,506,2009,1450
Richmond,BC,3232,Census subdivision,49.1666,-123.1336,506,2014,1088.4
Essex County (Kingsville),ON,21552,Census subdivision,42.0363,-82.739,507,2012,1310.8
Lameque,NB,1285,Census subdivision,43.0527,-82.0407,507,2013,1200.9
Nouvelle-Beauce Region,QC,1659,Census subdivision,46.5222,-71.0094,507,2013,1200.9
Perth County (St. Marys),ON,7265,Census subdivision,43.2596,-81.1407,507,2013,1200.9
University,BC,,,45.8267,-77.1109,507,2013,1200.9
West Shore,BC,,,48.418,-123.504,507,2015,1113.9
Elgin County,ON,88907,Census division,42.6646,-80.9871,508,2010,1493.7
Essex County (Lakeshore),ON,36611,Census subdivision,42.25,-82.6833,508,2010,1493.7
Humboldt,SK,5869,Census subdivision,52.202,-105.1229,508,2011,1346.6
Lanark County (Lanark Highlands),ON,5338,Census subdivision,45.0614,-76.4837,508,2013,1200.9
Russell,ON,16520,Census subdivision,45.2593,-75.3576,508,2015,1113.9
City of Kawartha Lakes,ON,75423,Census subdivision,44.5337,-78.9006,509,2015,1113.9
Coquitlam,BC,139284,Census subdivision,49.2838,-122.7932,509,2013,1200.9
Saanich,BC,114148,Census subdivision,48.4593,-123.3767,509,2013,1200.9
Stratford,PEI,,,46.2159,-63.0886,509,2013,1200.9
Coaldale,AB,8215,Census subdivision,49.7275,-112.6179,510,2015,1113.9
Nouvelle-Beauce Region,QC,1659,Census subdivision,46.5222,-71.0094,510,2014,1088.4
Shawnigan Lake,BC,3945,Designated place,48.6512,-123.645,510,2012,1310.8
Comox,BC,14028,Census subdivision,49.6735,-124.9283,511,2015,1113.9
Grenville County (Prescott/Augusta),ON,11575,Census subdivision,44.7093,-75.519,511,2014,1088.4
Lanark County (Lanark Highlands),ON,5338,Census subdivision,45.0614,-76.4837,511,2008,1357.159959
Northumberland (Cramahe),ON,6355,Census subdivision,44.0928,-77.8825,511,2015,1113.9
Raymond/Magrath,AB,,,49.4635,-112.6622,511,2013,1200.9
Vaudreuil-Soulanges Region,QC,149309,Census division,45.3834,-74.2591,511,2014,1088.4
Caledonia District,NB,,,46.133218,-64.74835,512,2013,1200.9
Coquitlam,BC,139284,Census subdivision,49.2838,-122.7932,512,2014,1088.4
Strathroy-Caradoc,ON,20867,Census subdivision,42.9575,-81.61667,512,2013,1200.9
L'Islet Region,QC,17798,Census division,45.852,-73.4124,513,2008,1357.159959
Lanark County (Lanark Highlands),ON,5338,Census subdivision,45.0614,-76.4837,513,2011,1346.6
Brant County,ON,36707,Census subdivision,43.1527,-80.1716,514,2012,1310.8
Haldimand County,ON,45608,Census subdivision,42.9277,-79.8762,514,2015,1113.9
