Importer,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Exporter
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,Germany
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,,,,28,60,56,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,7,4,5,4,2,,32,4,11,,,,,,,,,,9,Germany
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,,Germany
Macedonia (FYROM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,9,,,,,,,,,,,,,,,,,Germany
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,4,,,,,,5,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany
Malaysia,,,,,,,,,,,,,,,,,,,,,,,5,14,,,90,45,,12,45,44,81,151,379,1,,,,,,,,2,,3,,20,,36,,0,,,1,1,310,,20,311,310,,,6,7,25,30,Germany
Malta,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,12,,,,,6,,,,,,,,,,,,,,,,,,,,Germany
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,22,,,,,,,,,,,,,,,,,Germany
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,Germany
Mexico,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,12,10,,,7,,,,,5,,,5,,,,,,,,,,,,,,,,,,,,,10,,Germany
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,Germany
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Germany
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,4,4,Germany
NATO**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,18,,,,,,,,,,,,,,,,Germany
Netherlands,,,,,,,,,,,,,,,,,,,,252,298,302,298,,,14,22,120,120,140,,14,313,313,316,335,335,22,22,11,,6,14,23,20,6,,,,,,,25,63,15,15,50,94,50,83,14,23,18,22,3,7,43,Germany
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,,251,,,,,,,,,,,14,,,,,,,Germany
Niger,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,1,1,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany
Nigeria,,,,,,,,,,,,,,8,,,,,,,,,,,11,5,5,3,14,63,73,170,300,,11,51,49,,2,,,,,,,,14,,,,,,,,,,,,,,,,,,4,,4,Germany
Norway,,,,,,,,,,,,,40,,180,229,216,130,,,86,86,,,,,,2,,12,14,,,,,,,,,115,230,230,143,94,15,11,,,3,3,,,,,,10,10,30,20,,3,2,1,2,,,,Germany
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,35,0,,0,,,,,,,,,,,,,,,,,,,,,,,16,8,,,Germany
Pakistan,,,,,,,,,,,,,,,3,5,129,3,3,3,3,3,3,6,6,6,6,3,2,60,64,49,,,,,,,,,9,8,,,,,,2,,2,,,,,,,12,57,60,10,8,,,5,,,,Germany
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Germany
Peru,,,,,,,,,,,,,,,,,,,,,,24,17,,148,148,,,,,148,148,148,154,5,,,,,13,,0,0,,,,,,,,24,,,,,,,,,13,,,,,,,,Germany
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,2,2,32,4,4,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,4,,,,Germany
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,110,,,,,59,,,,,,56,263,138,,,,,,,,,,161,59,8,Germany
Portugal,,,,,,,,,,,,3,3,2,2,4,151,11,11,11,243,,,,,,27,,9,,21,6,55,,6,,,,,4,40,733,,162,5,,,,,,,,,,,,,,,,550,,,,,,,Germany
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,,,,,,,,,,,,,,,,,,73,262,Germany
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,48,42,36,37,6,,,,,,,,Germany
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,Germany
Rwanda,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany
Saudi Arabia,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,2,2,1,3,3,1,,,,12,,59,,13,,,,,,,1,1,1,1,1,1,1,1,,,3,3,12,73,71,71,62,2,14,Germany
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany
Singapore,,,,,,,,,,,,,,,,,,,,,,,88,,88,44,44,,,,,,,,,,,,,,228,228,,,,,12,12,24,,,,,,,,,19,117,69,171,176,78,4,,,4,Germany
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,Germany
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany
South Africa,,,,,,,,,0,,,,,,,,,,,,,,,,,,,10,10,5,96,92,12,5,15,14,7,2,2,2,2,2,2,,,,,,,,,18,,,,225,594,824,253,5,,,,,,,,Germany
South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7,6,26,26,20,25,46,32,20,20,174,168,165,273,163,59,173,180,161,19,25,29,30,21,294,378,415,38,66,38,26,319,33,648,Germany
Spain,,,,38,13,,,28,3,,2,4,0,,,,,,,,,1,,,,20,38,116,,,8,48,27,24,,,,,,,,8,15,8,,88,86,2,3,3,13,13,2,8,42,215,136,173,211,146,217,92,67,77,52,84,25,Germany
Sudan,,,,,,,,,,,,,10,8,0,,,,,,,,,,,,,,4,4,2,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,Germany
Sweden,,,,,,,,,,,,,1,,,,75,75,,,,,,85,128,170,128,,,,,,,,,3,8,19,,,1,1,1,1,237,35,35,126,142,157,134,117,32,14,,,3,,1,40,40,8,8,,,15,44,Germany
Switzerland,,,,,,,,,0,1,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,126,136,245,245,245,245,51,,,,2,4,4,4,4,3,13,41,29,13,2,11,34,13,13,,,,,,Germany
Taiwan (ROC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,44,,90,90,,,4,,,,,20,24,,,6,,,,,,60,60,60,,,4,,,Germany
Tanzania,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,88,44,,6,28,,,11,5,,17,59,10,11,11,36,43,4,4,11,3,,,15,30,89,,,5,,,,,,1,1,9,7,1,21,37,Germany
Togo,,,,,,,,,,,,,,,,,,,,,0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany
Tunisia,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,12,,,,,,,24,,,,,6,,,,,,,,168,,,,,,,,,,,,Germany
Turkey,,,,,,,,,,,,,,,66,3,42,138,26,38,102,337,384,3,25,184,184,97,216,153,234,355,196,188,266,175,138,258,700,246,271,255,97,243,341,554,488,123,591,237,298,,,,21,602,330,404,287,167,126,40,28,9,54,14,2,Germany
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,12,Germany
UAE,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,88,181,1,1,1,2,0,,,,164,76,,,1,6,15,19,17,16,9,9,9,4,5,4,46,4,4,6,32,8,,27,71,11,21,Germany
Uganda,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,15,15,15,15,15,15,15,15,15,15,10,2,,8,,1,,,,,4,34,5,300,310,5,,,30,,2,2,,,,,,9,Germany
United Nations**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,Germany
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,17,154,164,,,,,,,2,,4,120,10,77,5,,,,,18,,,,,,,17,52,135,156,161,176,200,176,112,200,84,Germany
Unknown recipient(s),,,,,,,,,,,,,20,40,40,40,40,40,40,40,,,,,,,,,,,30,85,85,86,86,86,86,86,86,41,,,,4,4,4,,,,,,2,,,,,,,,,,,,,,,3,Germany
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,,,,,,,,24,8,,,,,,,,,,9,,,17,,3,,,,,,,,,,Germany
Venezuela,,,,,,,,,,,,,,,,,,200,,,,,,,,,163,163,3,,,,,4,,,,,,,,,5,,,5,,,,,,,8,,,,,,,8,8,32,8,,4,,,Germany
Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,Germany
Yugoslavia,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,2,,,,1,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,Germany
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany
Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,India
Bangladesh,,,,,,,,,,,,,,,,,,,,,,6,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India
Bhutan,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,India
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,India
Ghana,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,India
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,15,,,,5,,,5,,,5,India
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,,4,,,,,,,,,,,3,,,,,,,,,,24,,22,India
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,9,3,4,,,,,6,,27,12,India
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,1,,,2,,,India
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,0,4,24,5,,,,,,3,,,5,,,India
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,15,,,,,,,,3,6,,,India
Singapore,,,,,,,,,,,,,,,,,,,,,,,,18,18,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,10,21,11,,,,,,,,,India
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,India
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,7,7,,,France
Algeria,,,,,,,,,,,,,16,,1,19,,,,,14,14,,,,,,,,,,,,4,5,,,,,,,,,,,3,,,,,,,,,,12,7,,7,52,52,26,,,,,26,France
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,23,5,10,10,,,,,,,,,,,0,,,,,,,,,,,,,,,,,France
Argentina,,,,,,,1,,4,14,14,14,16,14,14,,32,14,,61,42,17,69,101,5,9,19,26,197,107,107,199,146,105,45,7,28,,,,,,,,,3,18,,,60,,,,,,,,,,,,,,,,4,8,France
Australia,,,,,,,,,,,,,,25,287,282,282,250,148,,,,,45,22,,,,,,,2,25,25,16,1,150,,,,,,,,,,20,,20,15,,35,5,20,28,51,40,42,68,77,42,62,60,64,78,98,80,France
Austria,,,,,,,32,32,5,6,6,8,,2,,3,,36,,,10,17,13,6,6,,,,,,,,,,,,,,,,,,,7,18,15,10,33,38,33,,,,,,,,,,,,,,,,,,France
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,2,,,20,,7,8,8,7,,,,,,18,,,,,,,,,,,,,,,17,1,1,1,1,,,France
Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,2,,,,,2,3,,,,,,,,,,,4,,,,8,,,,,,,,,,,7,12,,8,,France
Belgium,,,,,,,,5,12,7,28,25,18,22,26,28,43,35,19,18,316,327,333,330,,,,,144,135,135,17,17,,,8,8,15,15,15,8,18,10,35,35,11,,8,,,5,4,,,,,15,8,15,8,,,7,16,43,20,,France
Benin,,,,,,,,,,,,2,1,,2,,1,,,,,1,,,,,,,,,,,3,1,1,1,,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,20,0,,,,France
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,France
Biafra,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France
Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,8,11,,,,,12,6,,,,,,,,,,,,,,,,,,,,,,,2,,,,,15,,22,France
Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,3,,,,,12,,1,5,,,,,,,,,,,,,,France
Brazil,,,,,,,,,,,45,9,,8,,,,,3,4,,,91,93,2,26,20,,26,10,19,36,27,27,47,41,60,104,59,167,52,79,18,5,16,6,7,19,48,81,59,467,15,22,22,1,58,58,58,19,44,8,8,38,45,85,30,France
Brunei,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,7,,,,,,,,,,,3,3,,,,,,,,5,,4,1,,,1,2,,,,,,22,,11,,,France
Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,29,15,15,7,10,5,,,,,France
Burkina Faso,,,,,,,,,,,,1,,,1,0,0,,,1,1,,,,,8,8,0,,,,,1,7,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,France
Burundi,,,,,,,,,,,,,,,,,4,2,,3,,,,0,,,,,,,,,2,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France
Cambodia,,,,,3,16,27,6,,2,1,2,2,2,14,31,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,France
Cameroon,,,,,,,,,,,,0,,1,0,2,2,3,2,,,,1,12,,,11,,,1,,,5,1,104,,10,5,1,1,5,,,,,,,,,,,1,,,,5,,,,,,,,,8,2,,France
Canada,,,,,,,,,,,5,5,5,5,4,1,,64,,,,,,,,,,,,,,,,,,,,,,,,,4,8,25,22,23,21,6,17,,,,1,,,1,,,,,,,,,,,France
Central African Republic,,,,,,,,,,,,2,,,,1,2,,3,,,,,,,,,,0,,,,,5,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France
Chad,,,,,,,,,,,1,1,,,,0,,,,,,4,,3,9,10,7,3,,,10,,,9,,1,13,12,,,,,,,,,,,,,,,,,,,,,3,,,,3,1,,,,France
Chile,,,,,,,50,,,,,,,,,,,,,,,,2,86,6,10,3,8,26,,82,111,101,106,15,,20,7,,32,17,49,25,25,8,50,37,170,17,11,5,,2,1,20,299,1,,4,47,15,61,7,14,20,23,20,France
China,,,,,,,,,,,,,,,,,,14,,,,,,,,,,72,83,,,,3,15,,,,27,38,78,62,90,89,113,117,141,141,97,102,148,132,149,186,172,264,218,183,190,201,169,193,208,223,218,184,181,135,France
Colombia,,,,,,,,,,,,,,,,,,,,,1,1,111,111,1,1,,,,,,,,42,57,,,1,1,,,,,,,,,6,,,,4,4,,,,,,,,12,,12,,,4,,France
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France
Congo,,,,,,,,,,,1,0,,0,,0,,,,1,1,2,,,7,,,,8,,,3,,,,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France
Cote d'Ivoire,,,,,,,,,,,,3,1,1,,,2,3,19,2,7,,1,,18,,,22,16,24,55,18,,,9,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,6,6,6,France
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,11,12,13,90,9,43,68,,,39,,,,,,2,6,,,,20,,,,,1,1,,,,,,France
Denmark,,,,,,,,,,,,,6,2,2,2,,3,,,,,,,,,,,,,,,,,,,,,,,7,7,3,3,3,86,,10,29,,,4,5,4,,,,,,,,,,,,,6,France
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,33,3,2,3,3,,1,,1,,,,,3,,,,,,,,,,,,,,,,,,,,6,,,,,France
Dominican Republic,,,,,,,,,15,,,,,,1,,,,1,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France
DR Congo,,,,,,,,,,,,,,,,4,7,,,,,74,15,5,,271,,,9,,,5,10,5,16,,,,0,,1,,,,,,27,,,,,,,,,,,,,,,,,,,,,France
Ecuador,,,,,,,,,,,,,,,,,,,,,,26,35,,2,14,83,72,11,87,93,100,131,57,50,15,5,15,,,,18,,,,,4,5,6,,,,,,,,,,,,,2,7,2,7,1,,France
Egypt,,,,,42,69,,,,,1,3,4,4,5,5,5,5,5,4,,,,85,228,226,33,272,89,65,311,107,91,387,189,181,134,348,49,34,33,,,,,,,,1,1,1,,,,,,,,,,,,4,41,17,697,908,France
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,,,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,3,4,3,,,13,,15,2,France
Ethiopia,,,,,,,,,,,,,,,,1,1,5,1,,5,,20,,,,,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,France
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,France
Finland,,,,,,,,,,18,1,10,11,11,10,10,10,1,,,,,,,,,,,,,,,,,,,,,,,4,4,139,272,124,42,4,4,5,5,5,5,4,3,,3,5,,35,,7,14,7,59,52,52,,France
Gabon,,,,,,,,,,,,3,,,3,0,2,,2,1,1,9,,2,10,1,16,,76,,18,,,1,93,2,7,10,25,,19,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,France
Germany (FRG),,,,,,,23,71,291,408,489,410,385,179,219,70,323,204,177,113,48,48,167,355,414,265,45,45,85,48,60,66,66,7,2,2,,,,,,,,,,,,,,,,,13,13,25,25,25,25,,,,,,26,26,26,,France
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,France
Greece,,,,,,,,,,,,,,,,,,6,,,,147,212,13,,70,192,380,609,4,180,179,4,4,,,,,274,365,8,8,272,35,35,8,8,9,6,98,3,74,41,65,50,16,61,879,1,,11,47,18,32,28,42,21,France
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France
Guinea,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,7,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,0,,,France
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,7,,,,,,,,,,,,,,,,,6,France
India,,,,156,73,,,254,224,,,61,15,17,26,14,22,9,32,7,28,20,21,21,30,31,28,28,28,29,33,42,44,45,75,524,498,172,186,99,81,70,54,53,56,50,43,42,42,42,41,18,11,15,148,100,5,9,21,22,25,29,34,59,60,156,133,France
Indonesia,,,,,,,,,,,,49,85,50,5,,9,,,5,,,,,,,,,6,51,105,116,22,17,27,7,,7,15,,,,,,,,12,16,6,,8,16,14,3,8,13,34,54,25,20,33,29,21,10,16,52,40,France
Iran,,,,,,,,,,,,,,,,,5,5,5,5,10,153,2,2,2,2,,95,334,,,143,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,France
Iraq,,,,,,,,,,,,,,,,,,14,12,5,32,24,3,2,2,48,65,99,67,79,284,647,674,816,992,943,121,92,233,69,192,,,,,,,,,,,,,,,,,,,,2,,,,,,,France
Ireland,,,,4,,,,,,,,,,2,1,,,,,,7,,5,3,1,4,3,,,5,9,7,,,,,16,,,,,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,France
Israel,3,67,43,72,43,99,442,106,115,174,40,41,93,258,254,232,124,18,18,,9,9,9,15,15,15,18,18,18,44,44,,,7,10,10,7,,,,,3,,,3,3,14,21,17,,,,6,,,,,,,,,,,,,,,France
Italy,,,,,,,,,,4,,13,48,50,54,46,15,,,,,162,162,162,,,,,,,,,5,5,5,5,10,10,10,10,10,8,8,8,8,8,8,15,18,13,13,10,11,9,1,8,,12,8,20,,,,30,20,20,20,France
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,France
Japan,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,7,14,7,,7,7,7,10,7,,7,,7,5,17,15,15,5,5,5,5,5,9,8,9,8,6,1,16,15,0,0,1,0,0,0,0,0,0,France
Jordan,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,118,393,168,5,,,29,58,10,,,,,,,,,,,,,,,,,8,,,,,,,,5,,,France
Katanga,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,France
Kenya,,,,,,,,,,,,,,,,,,2,,,,5,,,2,,12,14,,,4,,,,,,,22,,23,,,,,,,,,,,,,,,,,,,,,,8,,,,,,France
Kuwait,,,,,,,,,,,,,,,,,,,8,,,,,,3,72,214,169,,,6,6,28,20,117,249,53,27,0,2,6,16,,,,,,2,13,176,170,,,,,7,,,,2,,,,,,,9,France
Laos,,,,,1,2,,,,1,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,France
Lebanon,,,,,,,,38,,,,3,0,5,,15,67,75,1,,,1,39,24,17,1,2,,2,,12,7,12,,89,28,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,3,,0,,France
Libya,,,,,,,,,,,,,2,,,,,,,4,,436,488,517,493,69,,23,60,406,155,173,357,102,51,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,,,,,,France
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,France
Macedonia (FYROM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,France
Madagascar,,,,,,,,,,,,3,,2,0,7,,12,,1,,,,,17,1,,,,,,,,,,6,,,,,,,,,,,4,,,,,,,,,,,,,0,,,,0,,,,France
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,,,,,1,4,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,France
Malaysia,,,,,,,,,,,,,,7,5,,7,,,5,,,59,175,32,,,,,28,,,,,24,5,,5,,,,,,,,,17,1,4,15,1,,,21,19,11,,17,7,302,1,3,45,51,38,,11,France
Mali,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,France
Mauritania,,,,,,,,,,,2,1,1,6,1,1,,,,,11,1,,,,,6,5,2,6,,,7,,,,,,,0,,,,,16,,,,,,,,,,,,,,,,9,2,,,,,,France
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,France
Mexico,,,,,,,,,,,,,,,,8,,,,,,,3,2,,,,,,30,,16,19,,,3,67,,10,,,,3,3,,,,,,,,,,,,7,,,,,15,15,60,15,23,,35,France
