,Scripts,title,Character,Season
284," Okay, bye-bye! (Pushes Chandler out the door.) Good trip! (Slams the ', '  door)",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
285," (Runs out to the hallway) Chandler, wait. It goes: Old job, (Raises ', '  her hand) new job, (Raises her hand really high) you. This is just something ', '  I have to do.",THE ONE WITH THE PEDIATRICIAN,Monica,9
286, I know.,THE ONE WITH THE PEDIATRICIAN,Chandler,9
287, I love you so much.,THE ONE WITH THE PEDIATRICIAN,Monica,9
288, I know that too. (They kiss),THE ONE WITH THE PEDIATRICIAN,Chandler,9
290, Airport,THE ONE WITH THE PEDIATRICIAN,"', '  SCENE",9
291," (On cell phone) Don't worry, I'll be back before you know it. Yes "", ""  it will be the same. Because I know, that's how. I promise.",THE ONE WITH THE PEDIATRICIAN,Chandler,9
292, Monica and Chandler's apartment.,THE ONE WITH THE PEDIATRICIAN,"', ""  CUT TO",9
293, (On the phone with Chandler) Double promise? Call me when you land.,THE ONE WITH THE PEDIATRICIAN,Joey,9
294, Can I talk now?,THE ONE WITH THE PEDIATRICIAN,Monica,9
295," Okay, bye. (He hangs up the phone.)",THE ONE WITH THE PEDIATRICIAN,Joey,9
296, Joey?,THE ONE WITH THE PEDIATRICIAN,Monica,9
297," He had to board.', '  End', '",THE ONE WITH THE PEDIATRICIAN,Joey,9
299," Scott SilveriDirected by: David SchwimmerTranscribed ', 'by: Christoph Päper",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Written by,9
300," Central Perk. All except Chandler, plus Emma.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Scene,9
301," Oh hey you guys, I couldn't get a reservation for the nightof my "", 'birthday, so we have to do dinner Thursday night instead.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
302, Thursday? But that's Halloween.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
303, So?,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
304," It's just So spooky, that's all.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
305," So, so, is Mike coming to dinner?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
306," No! It's my first birthday with a boyfriend, and he has towork. "", ""Uch, I get mad at him, but I think it's a little to soon toshow my true "", 'colors.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
307," Pheebs, I would make a reservation for five, because one ofus has ', 'to stay home and watch Emma. (to Ross:) Which one of us shouldgo to ', 'dinner?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
308," Oh, Rachel!",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
309," Actually, um, I was thinking maybe both of us could go.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
310," Oh, yay!",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
311," Thanks, I put a lot of extra thoughts on your gift.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
312," Alright, okay, so we can all go now. That is fun. Hey, youknow ', ""what? We all haven't been together the six of us in such a longtime.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
313, What are you talking about? We're all together right now.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
314," Um, Mon, Chandler's not here.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
315," Oh, dear god!",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
317," Tulsa, a conference room. Chandler is chairing a group ', 'ofeight people.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Scene,9
318," Good morning everyone, it's nice to see our team togetherfor "", 'the first time. Now, before we get started, are there anyquestions? ', '(colleague raises hand) Yes, Ken is it?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
319," That's right. Is it true, that the reason you are here in Tulsais "", 'that you fell asleep in a meeting and took the job withoutrealizing what you ', 'were saying yes to?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ken,9
320," (laughs) Well, don't believe everything you hear, Ken.(both "", ""turning away to files) But yeah, that's true. Alright, let'sget started, by "", ""take a look at last quarter's figures. (The femalenext to Chandler starts "", ""smoking, towards heRoss:) Ah, Claudia, aren'tyou supposed to blow smoke up "", ""the bosses' ass?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
321, I'm sorry. Does the smoke bother you?,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Claudia,9
322," No, no, no-no-no. I smoked for years, then I quit. Rightnow, I ', ""can't remember why. (to everyone:) You're not allowed to smokein this "", 'office. Not right?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
323," Yes, in Oklahoma it's legal to smoke in offices with "", 'fifteenpeople or less. (passing the pack) Would you like one?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Claudia,9
324," Alright, lo...look. I don't smoke anymore. But if the restof "", ""you want to light up, go ahead, it's fine. (everyone lits) So youall smoke "", ""then? That's almost rude, that I'm not.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
325, That's not true. If you don't wanna smoke ...,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ken,9
326," (loud) Ken, please! No, I can't, I can't smoke. If I smoke,my "", 'wife would kill me.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
327," I'm sorry, but isn't your wife back in New York?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ken,9
328," I always liked you, Ken. (takes a cig)",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
329," The Bings'. Monica in bathrobe, merely covered. "", ""Someone'Sknocking at the door.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Scene,9
330," (from outside) Trick or treat! (It's obviously Halloween eve,the "", 'night of her birthday dinner.)",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
331, (opening the door) Hey!,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
332," Ooh, and treat it is. (Monica's breasts.)",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
333, Hmhmm. (ties up),THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
334," Wow, so glad I changed. Almost weared my ??? outfit thatcan't "", 'contain my breasts.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
335," This is not, what I'm wearing. I'm ovulating and Chandler'sgonna "", 'be home any minute, so I thought we would try before dinner.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
336," Ohh. Oh wait! (Jis) you guys won't be late for my dinner,will "", 'you?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
337," Believe me, Chandler and I have not seen each other in over ', ""aweek. We'll probably be the first ones there.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
338," 'kay, see you there. Happy humping! (outside meetingChandler.) "", ""Hey...hey! Oh, wow, somebody smoked out here? Oh my god,don't people know, "", ""you're not allowed to smoke in public spaces?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
339," Actually, in Oklahoma smoking is legal in all commune areasand ', 'offices with fewer than fifteen people.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
340, You smoked!,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
341," No! I just happened t'do a lot trivias about smoking "", 'indifferent states. For example, in Hawaii cigarettes are ', 'calledLeyhallalookoos.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
342," (smells at him) Chandler, you stink of cigarettes.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
343," Uch, do you think, Monica is gonna be able smell it?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
344," Are you kidding? The woman has the nose of a bloodhound ...and ', 'the breasts of a great goddess.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
345, Pheebs?,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
346, (embarrassed) I'm gonna go. (leaves to stairs),THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
347," (getting in) Okay, something to cover the smell ... ', 'Ovencleaner! (sprays himself, reads label) Unscented!",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
348," (naughty in doorway) Welcome home. I've missed you. join mein the "", 'bedroom?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
349," No thanks, I'm good.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
350," (comes over) O-kay, so you wanna play it that way, do you?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
351," (shrinks back) Right. You know what? Actually I just getoff the ', ""plane, so I'm feeling kinda gross. Maybe I should just take ashower.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
352, You don't need a shower.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
353," (still backs away) Alright, the truth is, I soiled myselfduring ', 'some turbulences.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
354," What do I smell? (sniffs him) I smell smoke. Huh--did ', 'yousmoke?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
355," Yes, but I just had one. Two. Two tiny cigarettes. Okay,five. A ', 'pack. Two pack...a...a carton. Three big fat cartons in twodays. (How many ', 'cigs are there in one pack and how many packs in onecarton in the US?) But ', ""it's over, I made a decision, I'm not gonnasmoke anymore.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
356, (gets a pack out of his jacket),THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
357," But, those are for you.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
358," Ross and Rachel's. Ross phones, Rachel and Emma are there.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Scene,9
359," Alright, we'll just, uh, see when you get here. Bye. (hangs up)Huh, "", ""that was my mom, she's stuck in terrible traffic.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
360," Okay, well that's now the third sign that I should not "", 'leaveEmma.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
361," Oh, what were the other two?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
362," Well, let's see. The first one is: I don't want to. And, youknow, "", ""I'm not going.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
363," I know, it's the first time, we're leaving the baby and ...hey, I "", 'know how hard it is for you, but ... but Emma is gonna befine. My mom is ', ""gonna be with her. She's great with kids.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
364, She is?,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
365, Ya.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
366, What about (?) Monica.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
367," Hey, you only heard Monica's side of that. That little fatsowas a "", 'terror.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
368, Ish. I just don't think I can bear it.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
369," Rachel, I know that you can. And you should.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
370, Uch.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
371," Really, it would be good for you and in fact, why don't you,why "", ""don't you go ahead to the restaurant and I will wait for my momand then I'll "", 'meet you there.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
372, Oh-A.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
373," No, no, really. You should go. Just go! Go! Go out! Really, ', 'theworld is your oyster. Kick up the heels. Paint the town red. ', '(Slangright?)",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
374, You need to learn some new slang.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
375," I'm serious. C'mon, you should go. Here. (shoves her outside,while "", 'she tries to stay) No, uh-uh, just go.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
376, What ... Oh! (points inside),THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
377," No! No, you know what? (closes the door) You can't get inthere "", ""(?), the baby's fine, now squam (?). Yeah, I told you a|Tellyour story "", 'walking. (?)",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
378, I was just going to say that I left my keys.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
379," Oh, (door is locked) holy moly are we in a pickle now.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
380," The restaurant. Phoebe and Joey are sitting alone at a ', 'tablefor six.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Scene,9
381, Where is everyone? They're forty minutes late.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
382," I know, u-uch.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
383," I'm starving. I know we were coming here tonight, I atenothing "", 'all day.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
384," What about me, he? Only had one lunch today.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
385," (with British accent) Soo, are we expecting the rest of ourparty ', 'shortly?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Waiter,9
386," Yes, they are expected presently. Yeah, yeah um, theirarrival is ', 'in the offing.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
387," Right. We do have a table for two available, perhaps youwould be ', 'more comfortable.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Waiter,9
388," No, they're comin', we're waitin' right here.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
389," Joseph! (to waiter) Thou needn't worry, they shan't be long.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
390, It's just that we do have some large parties waiting.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Waiter,9
391, One really does have a stick up one's ass. Doesn't one?,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
392, The Bings'.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Scene,9
393," How can you smoke in this day of age? Do you not seen that adwith ', ""a little kid walks to grandpa, it's chilling.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
394," I messed up, it was a meeting, everybody was smoking.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
395, So what? Don't you have any will power?,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
396," Will power? I've watch home movies of you eating ding-dongs(?) "", 'without taking the tin foil off.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
397, You said that was sexy!,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
398," 'kay, look: Can we just drop this? I'm not gonna "", 'smokeagain.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
399," That's right, because I forbid you to smoke again.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
400, You forbid me?,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
401, Mhmm.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
402," You know, I flew a long way t see my loving wife? Is shehere by ', 'the way?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
403," Don't joke (?) with me, okay? I'm very, very upset right now.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
404," Oh, would you say this was the most upset you could be?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
405, Yes.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
406," Then, I might as well ... (graps the cigs) do this (lightsone, ', 'exhales). Not really sure what to do now.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
407," Well, I'll tell you what we're gonna do: We are already latefor "", ""Phoebe's birthday dinner, so you point out put out thatcigarette, we're "", 'gonna put this fight on hold and go have sex.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
408, Fine. What!?,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
409," Sex! This is the last day I'm ovulating, and when we don't doit "", ""now, we'll have to wait till next month. (walks towards bedroom)",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
410, You serious? (follows),THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
411, Oh yeah!,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
412," Right, fine, I'll do it, but no talking.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
413," Huh, and no cuddling.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
414, And no kissing your neck.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
415," Oh good, I hate it when you do that",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
416, And lots of kissing your neck.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
417, Outside Ross and Rachel's.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Scene,9
418," Okay, well the ??? is not home.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
419, No. Uch.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
420," Oh-oh, wait, my mother is gonna be here any minute. And she hasthe ', 'keys.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
421," Alright, I can't, I can't wait that long. You have to "", 'dosomething--knock that door down!",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
422," I would, but I bruise like a peach. Besides, y...you ', ""know,everything is gonna be fine. The baby's sleeping.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
423, What if she jumped out the basinet?,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
424," Can't hold her own head up, but yeah jumped.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
425," Oh my god, I left the water running.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
426," Rach you did not leave the water running. Please, just pullyourself ', 'together, okay?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
427," Ah, did I leave the stove on?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
428," You never cooked since 1996. (Actually Rachel cooked in ""609 -TOW ', 'Ross Got High"", first aired 1999-11-25.)",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
429," Is the window open? Because if there's a window open, a birdcould "", 'fly in there.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
430," Oh my god, you know what, yeah, I think you're right. I think.. "", 'listen, listen!",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
431, Ubb.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
432," A pigeon, a pigeon. (previously scared Rachel turns away) No,no ', 'wait, no-no, an eagle flew in. Landed on the stove and caughtfire. The baby, ', ""seeing this, jumps across the apartment to the mightybird's aid. The eagle, "", 'however, misconstrues as an act of aggressionand grabs the baby on its ', 'talon. Meanwhile the faucet fills theapartment with water. Baby and bird ', 'still up lays (?) are locked in adeath grip, swirling around the whirl pool, ', 'that fills the apartment.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
433," Boy, are you gonna be sorry if that's true.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
434, The restaurant with still just Phoebe and Joey.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Scene,9
